model,AggregationKind,Cardinality,Class,Classifier,ClassStereotype,ClassView,ConnectorView,DecoratableElement,Diagram,DiagramElement,ElementView,Generalization,GeneralizationSet,GeneralizationSetView,GeneralizationView,Literal,ModelElement,NodeView,Note,NoteView,OntologicalNature,OntoumlElement,Package,PackageView,Path,Point,Project,Property,PropertyStereotype,Rectangle,RectangularShape,Relation,RelationStereotype,RelationView,Shape,Stereotype,Text,Class_isExtensional_True,Class_isExtensional_False,Class_isPowertype_True,Class_isPowertype_False,Class_isAbstract_True,Class_isAbstract_False,Class_isDerived_True,Class_isDerived_False,Relation_isAbstract_True,Relation_isAbstract_False,Relation_isDerived_True,Relation_isDerived_False,GeneralizationSet_isComplete_True,GeneralizationSet_isComplete_False,GeneralizationSet_isDisjoint_True,GeneralizationSet_isDisjoint_False,Property_isOrdered_True,Property_isOrdered_False,Property_isReadOnly_True,Property_isReadOnly_False,Property_isDerived_True,Property_isDerived_False
music-ontology,0,30,42,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,15,0,0,0,0,0,0,32,0,42,0,42,0,42,0,15,0,15,6,0,6,0,0,35,10,25,0,35
nardi2015ufo-s,0,96,27,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,48,0,0,0,0,0,0,12,0,27,12,15,0,27,0,48,0,48,0,0,0,0,0,96,49,47,0,96
neves2020nwpontology,0,44,35,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,22,0,0,0,0,0,0,16,0,35,0,35,0,35,0,22,0,22,0,0,0,0,0,47,0,47,0,47
neves2021grain-production,0,32,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,0,0,9,0,18,7,11,0,18,0,16,0,16,0,0,0,0,0,32,0,32,0,32
niederkofler2019dssapple,0,86,68,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,43,0,0,0,0,0,0,26,0,68,14,54,0,68,0,43,0,43,0,0,0,0,0,88,26,62,0,88
o3ontology2015,0,440,303,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,220,0,0,0,0,0,0,108,0,303,12,291,1,302,0,220,2,218,0,0,0,0,0,440,49,391,0,440
oliveira2007collaboration,0,40,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,8,0,20,4,16,0,20,0,20,1,19,0,0,0,0,0,40,3,37,0,40
oliveira2022rose,0,170,63,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,86,0,0,0,0,0,0,21,0,63,35,28,0,63,0,86,2,84,5,3,4,4,0,172,42,130,0,172
online-mentoring,0,32,29,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,0,0,20,0,29,0,29,0,29,0,16,1,15,6,0,5,1,0,32,6,26,0,32
parking-business2013,0,42,50,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,21,0,0,0,0,0,0,24,0,50,0,50,0,50,0,21,0,21,0,0,0,0,0,59,11,48,0,59
pereira2015doacao-orgaos,0,18,25,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,19,0,25,0,25,0,25,0,9,0,9,0,3,0,3,0,18,6,12,0,18
pereira2020ontotrans,0,134,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,67,0,0,0,0,0,0,35,0,35,0,35,0,35,0,67,0,67,0,0,0,0,0,134,0,134,0,134
photography,0,22,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,7,0,18,0,18,0,18,0,11,0,11,0,0,0,0,0,22,4,18,0,22
plato-ontology2019,0,140,73,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,70,0,0,0,0,0,0,37,0,73,2,71,0,73,0,70,1,69,0,1,1,0,0,162,13,149,0,162
porello2020coex,0,74,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,37,0,0,0,0,0,0,3,0,17,3,14,0,17,0,37,0,37,0,0,0,0,0,74,24,50,0,74
ppo-o2021,0,84,59,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,42,0,0,0,0,0,0,33,0,59,0,59,0,59,0,42,1,41,2,9,11,0,0,84,13,71,0,84
project-assets2013,0,56,19,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,28,0,0,0,0,0,0,10,0,19,0,19,0,19,0,28,6,22,3,1,3,1,0,71,14,57,0,71
project-management-ontology,0,14,14,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,7,0,14,0,14,0,14,0,7,0,7,3,0,3,0,0,14,5,9,0,14
public-expense-ontology2020,0,52,42,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,26,0,0,0,0,0,0,9,0,42,2,40,0,42,0,26,0,26,7,2,8,1,0,52,0,52,0,52
public-organization2013,0,62,46,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,31,0,0,0,0,0,0,38,0,46,2,44,0,46,0,31,3,28,0,0,0,0,0,62,6,56,0,62
public-tender,0,78,71,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,39,0,0,0,0,0,0,46,0,71,0,71,0,71,0,39,0,39,4,0,4,0,0,90,38,52,0,90
qam,0,40,41,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,20,0,0,0,0,0,0,23,0,41,0,41,0,41,0,20,0,20,5,0,5,0,0,40,14,26,0,40
quality-assurance-process-ontology2017,0,56,37,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,28,0,0,0,0,0,0,7,0,37,0,37,0,37,0,28,0,28,3,0,3,0,0,56,0,56,0,56
ramirez2015userfeedback,0,72,50,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,36,0,0,0,0,0,0,12,0,50,0,50,0,50,0,36,0,36,0,1,0,1,0,72,36,36,0,72
ramos2021bias,0,60,49,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,34,0,0,0,0,0,0,15,0,49,0,49,0,49,0,30,0,30,0,0,0,0,0,60,26,34,0,60
real-estate-ontology,0,10,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,10,0,15,3,12,0,15,0,5,0,5,0,0,0,0,0,10,5,5,0,10
recommendation-ontology,0,20,18,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,10,0,0,0,0,0,0,11,0,18,0,18,0,18,0,10,1,9,1,0,1,0,0,26,4,22,0,26
repa2021public-administration,0,18,25,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,22,0,25,0,25,0,25,0,9,0,9,0,0,0,0,0,18,2,16,0,18
richetti2019tdecision,0,32,31,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,0,0,0,0,31,0,31,0,31,0,16,0,16,0,1,0,1,0,32,0,32,0,32
road-accident2013,0,16,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,9,0,15,0,15,0,15,0,8,1,7,0,0,0,0,0,17,6,11,0,17
rocha2023ciencia-aberta,0,12,24,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,22,0,0,0,0,0,0,14,0,24,5,19,0,24,0,22,0,22,2,1,2,1,0,44,6,38,0,44
rodrigues2017urinary-profiles,0,124,63,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,62,0,0,0,0,0,0,20,0,63,0,63,0,63,0,62,4,58,0,0,0,0,0,124,14,110,0,124
rodrigues2019ontocrime,0,114,106,0,0,0,0,0,0,0,0,123,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,57,0,0,0,0,0,0,40,0,106,12,94,0,106,0,57,5,52,6,3,8,1,0,114,12,102,0,114
rodrigues2019turbidite,0,198,69,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,99,0,0,0,0,0,0,37,0,69,0,69,0,69,0,99,3,96,3,0,3,0,0,207,14,193,0,207
romanenko2023what,0,58,55,0,0,0,0,0,0,0,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,31,0,0,0,0,0,0,37,0,55,0,55,0,55,0,31,0,31,8,3,10,1,0,62,25,37,0,62
saleme2019mulseonto,0,74,77,0,0,0,0,0,0,0,0,75,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,37,0,0,0,0,0,0,2,0,77,0,77,0,77,0,37,0,37,7,7,12,2,0,74,0,74,0,74
sales2018competition,0,65,27,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,31,0,0,0,0,0,0,19,0,27,11,16,0,27,0,31,5,26,3,0,2,1,0,65,0,65,2,63
sales2018cover,0,116,63,0,0,0,0,0,0,0,0,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,58,0,0,0,0,0,0,37,0,63,28,35,4,59,0,58,0,58,10,10,7,13,0,116,46,70,0,116
santos2020valuenetworks,0,12,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,10,0,15,8,7,0,15,0,6,0,6,0,0,0,0,0,12,0,12,0,12
scientific-experiment2013,0,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,24,0,0,0,0,0,0,1,0,20,0,20,0,20,0,24,0,24,0,0,0,0,0,48,1,47,0,48
scientific-publication2013,0,36,55,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,18,0,0,0,0,0,0,25,0,55,1,54,0,55,0,18,0,18,0,0,0,0,0,48,11,37,0,48
services2015,0,182,124,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,91,0,0,0,0,0,0,15,0,124,0,124,0,124,0,91,1,90,0,0,0,0,0,182,26,156,0,182
short-examples2013,0,38,35,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,19,0,0,0,0,0,0,19,0,35,0,35,0,35,0,19,0,19,0,0,0,0,0,38,9,29,0,38
sikora2021online-education,0,116,65,0,0,0,0,0,0,0,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,58,0,0,0,0,0,0,28,0,65,0,65,0,65,0,58,2,56,6,1,4,3,0,116,14,102,0,116
silva2012itarchitecture,0,68,84,0,0,0,0,0,0,0,0,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,33,0,0,0,0,0,0,47,0,84,3,81,0,84,0,33,0,33,18,0,14,4,0,68,10,58,0,68
silva2021sebim,0,18,42,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,22,0,0,0,0,0,0,23,0,42,1,41,0,42,0,22,1,21,0,0,0,0,0,53,2,51,0,53
silva2023onto4caal,0,46,193,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,86,0,0,0,0,0,0,90,0,193,12,181,0,193,0,86,0,86,0,0,0,0,0,172,20,152,0,172
silva2023onto4elev,0,2,197,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,77,0,0,0,0,0,0,6,0,197,9,188,0,197,0,77,0,77,0,0,0,0,0,154,19,135,0,154
silveira2021oap,0,50,32,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,20,0,32,9,23,0,32,0,25,0,25,3,0,3,0,0,50,8,42,0,50
social-contract,0,66,33,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,33,0,0,0,0,0,0,18,0,33,0,33,0,33,0,33,1,32,0,0,0,0,0,66,11,55,0,66
social-contracts2013,0,72,33,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,36,0,0,0,0,0,0,18,0,33,0,33,0,33,0,36,3,33,0,0,0,0,0,72,6,66,0,72
sousa2022triponto,0,72,44,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,36,0,0,0,0,0,0,24,0,44,0,44,0,44,0,36,4,32,6,1,4,3,0,85,27,58,0,85
spmo2017,0,54,34,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,27,0,0,0,0,0,0,2,0,34,0,34,0,34,0,27,2,25,1,0,1,0,0,80,2,78,0,80
spo2017,0,178,109,0,0,0,0,0,0,0,0,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,89,0,0,0,0,0,0,17,0,109,0,109,0,109,0,89,2,87,3,1,4,0,0,186,0,186,0,186
sportbooking2021,0,76,37,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,38,0,0,0,0,0,0,17,0,37,3,34,0,37,0,38,2,36,4,4,3,5,0,106,21,85,0,106
srro-ontology,0,30,20,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,15,0,0,0,0,0,0,10,0,20,0,20,0,20,0,15,0,15,0,0,0,0,0,32,0,32,0,32
stock-broker2021,0,12,14,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,10,0,14,1,13,0,14,0,6,0,6,0,3,3,0,0,12,6,6,0,12
swo2016,0,18,16,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,16,0,16,0,16,0,9,0,9,1,1,1,1,0,18,0,18,0,18
telecom-equipment2013,0,82,34,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,41,0,0,0,0,0,0,17,0,34,0,34,0,34,0,41,9,32,0,0,0,0,0,82,18,64,0,82
tender2013,0,86,84,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,43,0,0,0,0,0,0,54,0,84,0,84,0,84,0,43,0,43,0,0,0,0,0,104,40,64,0,104
tesolin2023hint,0,63,38,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,53,0,0,0,0,0,0,17,0,38,0,38,0,38,0,53,5,48,3,1,1,3,0,125,30,95,0,125
tourbo2021,0,43,49,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,21,0,0,0,0,0,0,29,0,49,4,45,0,49,0,21,3,18,8,2,7,3,0,68,11,57,0,68
unimatch-ontology2022,0,44,34,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,22,0,0,0,0,0,0,15,0,34,0,34,0,34,0,22,0,22,0,5,0,5,0,44,9,35,0,44
university-ontology,0,66,32,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,33,0,0,0,0,0,0,18,0,32,0,32,0,32,0,33,4,29,0,0,0,0,0,66,10,56,0,66
valaski2020medical-appointment,0,14,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,2,0,7,0,7,0,7,0,7,1,6,0,0,0,0,0,14,2,12,0,14
van-ee2021modular,0,132,100,0,0,0,0,0,0,0,0,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,66,0,0,0,0,0,0,40,0,100,14,86,0,100,0,66,0,66,0,6,6,0,0,203,10,193,0,203
van-wingerde2020smart-contracts,0,84,39,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,42,0,0,0,0,0,0,13,0,39,0,39,0,39,0,42,0,42,0,0,0,0,0,84,0,84,0,84
vieira2020weathering,0,120,39,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,60,0,0,0,0,0,0,10,0,39,0,39,0,39,0,60,1,59,2,3,4,1,0,120,15,105,0,120
weigand2021artifact,0,92,52,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,46,0,0,0,0,0,0,25,0,52,0,52,0,52,0,46,1,45,4,1,3,2,0,92,42,50,0,92
xhani2023xmlpo,0,166,112,0,0,0,0,0,0,0,0,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,92,0,0,0,0,0,0,41,0,112,2,110,0,112,0,92,1,91,0,6,0,6,0,184,100,84,0,184
zanetti2019orm-o,0,44,34,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,22,0,0,0,0,0,0,16,0,34,0,34,0,34,0,22,0,22,1,1,2,0,0,44,18,26,0,44
zhou2017hazard,0,34,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17,0,0,0,0,0,0,0,0,17,0,17,0,17,0,17,0,17,0,0,0,0,0,34,0,34,0,34
zhou2017hazard-ontology-robotic-strolling,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,14,0,0,0,0,0,0,6,0,13,0,13,0,13,0,14,0,14,0,0,0,0,0,28,0,28,0,28
zhou2017hazard-ontology-train-control,0,60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,30,0,0,0,0,0,0,10,0,25,0,25,0,25,0,30,0,30,0,0,0,0,0,60,0,60,0,60
